load (lbf),span (in),inertia (in4),deflection (in)
139.316118,471,908.993088,3.418079
145.489754,463,669.170554,4.665791
97.702825,285,589.586466,0.517355
117.013379,269,881.015921,0.326089
160.541544,312,806.526692,0.900801
142.321517,357,548.851118,1.939665
116.953865,263,874.591085,0.284913
143.836835,277,970.10883,0.419451
100.741401,319,884.905038,0.575047
127.29158,348,994.460818,0.895532
99.210348,289,849.087031,0.376924
89.907912,322,855.273179,0.546273
137.111381,473,904.171606,3.433363
127.483524,314,709.075179,0.810643
126.037679,456,853.361471,2.853726
95.67138,284,583.267803,0.479208
135.618113,346,516.968193,1.718789
99.126608,439,504.711326,3.256367
85.364772,383,904.816402,0.936213
133.020755,276,936.977901,0.392102
101.744902,284,851.00355,0.37838
156.534472,352,835.960805,1.306772
130.327214,403,561.199265,2.803842
130.472094,415,573.577084,3.092557
99.636072,271,580.921538,0.416366
95.376205,275,572.549013,0.4273
151.116494,426,647.095033,3.595778
90.305336,311,845.278585,0.459521
149.974657,447,665.930509,4.208692
95.857417,476,533.29781,4.337592
165.357303,339,849.506422,1.236306
127.041922,455,855.337516,2.995111
91.219592,375,914.248898,0.959901
156.394989,416,902.269668,2.496249
121.996148,371,752.100133,1.498225
117.476503,396,765.09896,1.750605
124.962579,435,578.243969,3.536492
116.275291,477,595.353867,4.6045
140.021156,262,942.676673,0.334679
114.399253,429,790.366468,2.274543
154.096063,400,629.249891,2.785265
146.422601,419,876.036497,2.336851
159.432363,306,546.567536,1.130231
149.15821,287,746.616289,0.607723
109.527532,393,987.456065,1.186702
159.353648,417,662.230866,3.254455
107.074901,278,860.931863,0.328289
137.743619,465,647.476505,4.844512
163.959093,276,529.07222,0.795513
148.320967,433,895.68547,2.648911
101.018984,464,786.896233,2.875938
137.365109,472,653.917663,5.080249
158.194978,331,818.888053,1.107259
91.818503,403,695.139488,1.579021
151.428278,352,820.608725,1.347606
149.448312,360,573.032283,2.13274
98.495873,300,607.971289,0.591869
133.897398,350,516.009382,1.778083
100.710641,478,800.094383,3.026585
148.498672,277,733.977679,0.560833
157.87169,411,901.756085,2.404147
109.981862,431,529.3125,3.39734
160.528845,310,804.178321,0.837346
88.217318,323,851.607229,0.518087
128.600943,249,644.954396,0.371294
138.835093,314,993.749515,0.652207
165.354986,427,941.024281,2.83416
147.383058,297,501.901938,1.050424
88.820709,423,956.975047,1.380438
91.894509,300,588.262511,0.596632
137.375468,329,505.023834,1.530846
102.676156,349,921.614326,0.73307
125.772119,417,562.034653,3.088946
137.632186,433,614.449934,3.822755
145.591358,356,807.728009,1.370735
121.988968,345,974.967053,0.84136
163.768775,286,789.393269,0.630763
147.835671,356,814.582976,1.315128
104.277895,262,586.121019,0.378608
106.949091,334,918.690672,0.644095
154.96797,477,711.617149,5.054649
96.706208,441,999.618528,1.715179
93.01291,276,816.206365,0.303645
84.987024,255,770.245039,0.212183
161.505099,251,746.401577,0.407987
111.325528,347,695.58876,1.118276
135.513611,365,536.449464,2.157878
166.067756,452,719.109411,4.579153
88.300045,304,581.660943,0.579503
139.214503,251,679.067849,0.36002
102.313964,336,657.127671,0.901701
157.731848,325,562.234588,1.383993
98.897983,479,795.259483,3.162717
158.18915,465,708.698993,4.686916
123.194229,258,888.610383,0.289303
127.447535,449,599.937392,3.960701
152.560423,350,571.858176,1.952391
154.548379,462,694.960308,4.769031
103.8906,278,601.661893,0.466416
137.359106,318,993.706551,0.645365
160.665328,470,721.206585,4.89602
126.35851,461,859.029925,3.125649
132.256243,282,690.501459,0.562387
155.397917,456,940.809709,3.278999
94.278832,344,890.661636,0.686302
165.009495,355,865.281906,1.458511
94.926323,295,591.883009,0.573951
103.896125,377,704.438119,1.430906
112.893811,287,887.411478,0.403978
112.772643,247,845.641672,0.2198
152.346204,314,783.639015,0.896227
117.326869,424,793.388313,2.333112
112.952836,327,929.888363,0.620516
160.428217,384,881.403712,1.811682
160.197369,280,522.36053,0.87515
144.498816,450,902.137558,2.983859
100.302285,396,713.106135,1.578719
158.875154,295,533.933282,1.098997
93.378885,312,605.205652,0.691151
100.608748,382,949.365636,1.002483
86.654816,429,957.300051,1.493829
165.953896,455,721.914871,4.452342
142.416346,473,920.240995,3.521184
116.272873,412,777.907197,1.997822
156.247212,444,931.13484,2.992738
146.310287,244,942.789247,0.264002
87.111506,350,626.354843,0.936465
134.249636,433,853.33566,2.483992
97.77129,415,725.839551,1.823149
101.477157,387,707.790617,1.468086
136.095212,475,903.108877,3.64582
92.55373,304,594.432961,0.627656
127.278404,318,712.921083,0.889452
133.585456,424,592.414468,3.522552
112.950429,344,697.484087,1.094118
111.942794,256,852.587224,0.262875
131.116631,399,809.117069,1.832739
104.281659,300,875.396656,0.426326
157.374859,391,879.583403,2.007646
163.162271,376,881.119671,1.78312
99.732538,292,603.70575,0.541863
114.950819,468,832.011345,2.93469
136.507279,405,831.697932,1.981763
142.194069,297,736.019271,0.670317
153.534965,417,895.428835,2.366813
151.653761,392,863.739358,1.884312
128.112345,478,632.346225,5.115691
105.136433,335,913.855771,0.676817
164.658448,425,686.338463,3.703277
145.36208,288,986.472825,0.464766
110.478583,293,886.831257,0.407735
160.351936,295,537.924893,0.997348
144.502827,390,589.754656,2.756397
86.615185,377,652.296257,1.206455
134.037624,369,536.4065,2.120029
161.378098,255,999.291714,0.332383
150.608831,467,938.788931,3.492477
99.316704,350,912.594262,0.72212
165.817372,252,509.674869,0.579899
114.635211,340,947.872389,0.761759
161.231322,245,738.927063,0.373131
127.343354,342,738.547349,1.097227
89.458168,442,978.598568,1.624992
94.749988,380,679.620861,1.317797
143.344098,252,942.532795,0.279581
143.125808,249,689.206054,0.354452
156.715132,346,580.46723,1.713128
146.034046,383,837.473894,1.694893
130.811121,280,683.919625,0.544998
131.587908,264,669.773306,0.464181
96.715518,291,593.020489,0.526083
162.687293,336,837.709479,1.129631
84.833628,384,654.349879,1.266752
96.883281,416,724.085981,1.920335
84.209544,329,845.659886,0.561576
138.370663,442,625.288707,4.106564
112.779951,290,890.216939,0.398639
83.555611,416,684.221724,1.647242
129.404574,474,882.478362,3.324816
87.926785,291,567.395483,0.495828
101.531275,246,810.443022,0.222306
148.64174,256,712.499071,0.421023
136.257855,248,666.997196,0.358801
119.075876,367,739.366726,1.420313
157.66524,334,820.95936,1.085525
142.409942,420,865.183984,2.43414
114.717569,394,504.678305,2.596464
123.996552,421,560.624827,3.32949
166.214499,295,556.007969,1.058437
118.238997,330,698.192372,0.972017
128.00063,269,913.798293,0.330223
115.133261,289,896.522808,0.399401
105.130954,288,865.721787,0.407801
126.072982,291,931.711014,0.437154
85.264283,371,642.192607,1.129212
139.055851,430,865.158401,2.606314
108.825984,266,853.412776,0.297069
125.090624,266,652.077071,0.464596
165.516637,285,793.486476,0.658315
93.742491,408,706.222781,1.670906
161.605296,287,783.272128,0.634871
148.744966,335,794.87233,1.116518
140.991979,295,729.936146,0.651414
116.403873,401,516.565157,2.767824
131.979896,478,893.452336,3.473307
114.457957,438,549.121778,3.651567
158.851642,391,883.575014,2.019842
130.952879,454,865.668675,2.884411
85.738975,287,806.636371,0.329358
162.333627,407,911.117793,2.247368
131.931481,445,609.074776,4.108277
150.386553,291,754.567207,0.641802
136.578796,356,530.115899,1.991665
161.22392,440,942.279386,3.10439
96.437269,334,637.429367,0.894463
95.922916,469,526.427992,3.936549
157.752166,334,571.550153,1.520324
137.048958,315,739.231842,0.854047
103.751414,286,858.661501,0.394028
84.267489,312,577.348811,0.648498
111.741572,335,684.527749,0.942192
116.051913,405,519.842403,2.713787
146.486213,328,781.465926,1.025116
95.905457,430,985.727253,1.556285
86.920612,475,755.975013,2.797422
148.248924,242,696.497681,0.325425
140.889672,287,971.987692,0.448973
125.427313,333,722.638865,1.039659
94.952332,285,581.893374,0.508226
111.82036,379,980.501485,1.056092
112.878012,416,771.87593,2.02629
154.355993,264,738.139867,0.45651
84.70564,371,890.735248,0.829335
118.995417,306,676.255581,0.745437
92.988155,245,784.123354,0.205492
119.452976,391,515.570691,2.450821
90.983094,441,982.562925,1.633314
103.187315,327,650.432039,0.866259
153.762647,369,845.914389,1.609227
126.540616,377,771.837582,1.544891
150.224967,270,981.60897,0.3927
150.431357,420,639.00963,3.420674
121.59091,374,753.988456,1.464832
87.214206,368,644.890176,1.115111
152.974183,365,589.117597,2.037559
144.280743,457,659.231086,4.228413
145.221131,414,866.406908,2.229708
110.5737,328,923.442401,0.617868
112.969046,437,794.281647,2.405348
156.008034,382,615.764615,2.396361
147.970351,336,793.608248,1.125162
138.443692,431,614.180934,3.778058
104.672543,460,793.415571,2.862677
164.582482,453,716.137665,4.367119
148.667586,313,521.695033,1.324533
128.886716,362,763.429725,1.285744
85.592086,246,513.406405,0.270488
128.419856,345,744.208893,1.138502
112.816594,405,760.590145,1.936953
150.397639,476,696.954656,4.945229
140.234952,390,577.134087,2.592786
116.757662,298,660.93615,0.671264
119.333881,409,783.775301,1.981238
140.585282,388,826.134886,1.734232
132.788948,471,639.241863,4.961285
144.242154,421,870.934908,2.476637
149.014247,400,863.831959,2.106582
100.916712,289,853.860319,0.401008
151.569099,435,658.156032,3.668776
143.65096,423,621.858676,3.433629
88.273155,268,543.865067,0.392227
137.898184,247,921.118114,0.25261
149.952978,426,893.317453,2.646134
143.877465,389,586.823919,2.597712
100.709188,282,595.739842,0.507095
127.976882,395,545.518118,2.739003
161.12767,271,765.853947,0.539969
142.605341,440,636.57575,3.901563
109.59794,305,896.609656,0.494569
109.306536,258,596.743926,0.386947
86.361126,308,830.090773,0.450551
113.649305,439,548.545291,3.481975
95.7916,375,928.357218,0.94919
105.610965,383,966.128759,1.104746
130.516675,284,686.893237,0.573094
141.100987,465,657.694996,4.666431
133.016783,284,944.724297,0.414993
86.789825,398,674.597583,1.455459
136.994498,474,654.560548,5.147126
130.768106,363,520.693629,2.089717
117.194223,385,502.164287,2.314165
129.229905,337,738.354032,0.998734
157.037388,402,889.841895,2.214432
86.698342,373,648.959734,1.222908
152.972331,466,694.703495,4.641687
116.800639,451,820.67282,2.607152
114.430809,251,855.234329,0.235648
147.672295,465,927.853571,3.395887
121.091924,377,505.648313,2.189393
92.065362,424,718.182688,1.882459
161.933163,297,795.399127,0.719479
127.637752,364,512.54659,1.987919
125.671268,373,765.286369,1.407128
135.984752,254,672.422971,0.410553
151.068212,354,571.899548,1.924882
93.4055,329,872.490134,0.579366
155.157381,245,720.863481,0.348075
127.461745,311,706.591652,0.782507
147.206626,412,620.397823,3.180421
104.024038,398,976.176914,1.193724
134.425713,331,997.575779,0.73746
109.653412,286,876.830655,0.390443
102.155249,279,847.599237,0.35524
86.843391,387,663.846218,1.321567
147.369846,408,866.863883,2.136151
109.918981,431,528.588796,3.232833
104.299395,403,732.578932,1.721606
97.05625,265,817.646542,0.28311
93.40194,345,639.241648,0.981823
158.354628,246,981.546867,0.272875
94.558704,377,926.210611,0.958425
145.557755,242,689.234377,0.338938
130.588881,295,699.299771,0.68943
104.134326,312,637.462403,0.702731
109.790071,279,619.694389,0.488149
125.709917,411,805.511035,2.083215
147.527464,325,531.276219,1.428639
146.587969,292,744.357719,0.640736
157.571801,403,892.120424,2.131292
150.575217,310,775.067021,0.849232
96.879406,384,690.283789,1.457625
96.788708,286,838.000376,0.356436
104.84675,304,630.927437,0.64417
100.865911,361,678.426968,1.148816
114.04004,441,801.344799,2.499462
125.39004,424,817.544183,2.321242
154.644703,307,783.258921,0.792015
126.473515,361,755.934247,1.323324
121.209419,269,894.22921,0.317555
120.444508,435,814.403103,2.348553
152.610272,460,936.831515,3.3418
88.888372,453,738.132645,2.422236
106.249865,466,554.199759,4.284825
116.303793,316,678.383634,0.824871
163.009059,273,523.11785,0.804997
90.874143,339,625.333632,0.907724
110.407989,297,890.754795,0.428448
153.527329,255,725.995676,0.421927
105.995162,446,782.095851,2.47328
126.386683,275,666.114699,0.526037
95.834577,289,588.093888,0.537247
100.707893,466,537.587787,3.96094
137.603688,361,788.611922,1.393828
129.403963,370,524.101446,2.216559
164.173325,287,791.972077,0.672153
99.708741,295,606.16475,0.591153
163.715538,309,813.246819,0.836008
104.870275,301,627.823967,0.654009
109.528014,455,552.728581,4.032376
108.691628,423,766.388514,2.199865
112.544703,243,841.213915,0.206443
91.902745,433,976.505762,1.465832
136.55661,389,814.471228,1.719944
163.298077,341,845.330802,1.254145
90.477965,254,785.893125,0.219025
120.970339,285,659.575403,0.584383
88.139996,462,745.903218,2.44706
84.622671,399,669.172269,1.51683
139.470018,426,862.501419,2.525873
105.313139,464,549.3197,4.207353
121.940944,364,745.329875,1.39934
144.492547,281,976.644685,0.443697
142.513497,476,923.417332,3.787008
139.624099,390,824.838545,1.850694
89.077689,266,544.715352,0.364699
89.003666,404,688.077966,1.63801
122.641223,256,635.034618,0.400033
97.618421,459,520.916137,3.71592
107.791934,279,614.344552,0.507301
102.249261,420,994.360758,1.504018
98.635261,354,914.75624,0.787963
160.666801,310,805.280543,0.879927
123.92614,327,962.261868,0.698859
114.518451,367,726.005725,1.319139
138.073973,262,686.973133,0.419069
162.838179,398,652.696002,2.948872
125.851686,405,549.388454,2.953298
142.109453,413,606.825991,3.155561
103.359253,313,886.454891,0.52076
97.664632,386,695.180049,1.491119
128.341169,355,504.297364,1.83722
133.107761,246,655.434955,0.344268
100.278834,386,703.205665,1.51705
95.851125,327,627.840697,0.787632
91.233138,432,973.189188,1.445556
144.04086,267,960.325752,0.348262
118.998428,304,923.661418,0.518729
109.618455,365,708.868957,1.323139
109.159161,302,892.490509,0.475358
125.372053,468,863.542448,3.276275
86.067481,356,879.430414,0.723387
109.118652,378,721.582525,1.417931
97.390645,308,863.494258,0.493137
84.015356,462,732.776151,2.486584
87.779073,391,920.784824,1.082508
118.008697,247,611.449203,0.344731
124.861063,470,614.170456,4.550238
164.646256,451,963.773377,3.435174
123.659608,344,979.386094,0.84042
158.502992,363,603.894111,2.024933
143.734185,278,971.130133,0.424807
149.43045,330,792.330682,1.00773
163.745008,261,513.479415,0.722287
90.612087,275,558.367824,0.41442
93.3897,309,851.632273,0.46081
118.544569,413,535.933372,2.916968
134.643272,346,514.243894,1.713978
105.371492,261,588.465503,0.394935
108.557437,319,658.357669,0.818629
94.306453,336,633.197123,0.900325
161.785319,360,610.186948,1.984144
112.69721,289,639.077227,0.590082
147.930084,325,782.717379,0.948212
125.138719,280,667.321369,0.558419
143.638637,350,545.022336,1.821989
155.49985,358,589.89492,2.018187
127.547046,375,773.43902,1.446573
129.995705,389,795.576635,1.753053
131.724294,438,851.649357,2.684761
111.703495,479,584.3896,4.798508
136.671904,340,764.416549,1.064909
96.356101,372,926.16566,0.880569
155.125927,397,628.425628,2.868375
149.086548,291,750.802104,0.638679
99.515114,304,614.930344,0.624235
156.183276,456,693.173715,4.362859
146.609489,242,941.786285,0.256267
123.244117,345,729.485717,1.165225
110.072712,456,805.220901,2.739118
103.39861,255,575.523931,0.342517
121.31045,408,538.525546,2.834962
127.872097,434,585.615077,3.729607
101.783179,309,627.439898,0.704108
111.522928,430,782.56078,2.254747
120.597114,348,724.049917,1.186818
145.577386,264,711.966682,0.442733
136.02942,465,641.95554,4.587735
93.000081,351,644.837841,1.038635
85.794758,258,776.208424,0.234368
139.355235,258,937.255817,0.31473
92.730922,401,946.081858,1.119929
96.960269,283,835.195915,0.360722
84.394352,285,550.511289,0.449493
98.186042,446,759.293385,2.46226
130.253401,348,753.355499,1.183311
140.036938,307,740.353187,0.787632
127.855234,293,938.865147,0.453009
138.918592,268,696.172888,0.456186
107.043386,352,687.753816,1.092276
98.945889,273,830.889904,0.305279
157.128317,352,838.010183,1.376203
161.532024,321,818.593821,1.002335
116.255295,253,612.12402,0.354969
95.289446,345,894.996493,0.734162
105.164422,263,839.477563,0.29183
130.711418,387,544.964472,2.584271
160.97119,414,663.905054,3.35523
97.991793,450,762.67731,2.535983
157.76364,451,943.43748,3.342697
103.87309,333,658.458558,0.882361
138.601746,411,594.147087,3.072461
94.732488,241,784.758178,0.18659
161.965447,285,783.244602,0.618891
88.49216,305,582.833738,0.617951
139.662669,409,594.671577,3.035583
117.246556,406,524.571871,2.747298
94.247364,460,511.637329,3.67328
119.74049,375,500.156599,2.249739
87.874939,412,943.271453,1.306972
164.727917,325,833.055654,1.007585
102.803763,374,947.93938,0.943778
117.880299,264,628.601179,0.416654
127.534281,371,519.368211,2.224919
159.035725,420,914.39354,2.609516
102.305906,318,638.307743,0.781402
123.044968,298,929.220634,0.469466
95.295082,326,875.654372,0.59717
140.273218,430,869.132243,2.620004
102.16648,423,997.446605,1.541812
126.144842,476,874.577157,3.488602
111.661376,403,754.308568,1.892783
91.024231,454,745.613397,2.482202
99.534064,473,541.731901,4.336157
94.460156,423,974.330997,1.377154
112.936959,383,737.513748,1.519289
126.445092,327,719.931725,0.931863
94.950135,421,973.491058,1.431016
89.827067,444,732.443404,2.276542
89.691839,407,943.083217,1.211283
156.552362,441,679.085444,3.900077
151.272863,330,548.061627,1.515444
121.37096,255,879.27823,0.27433
101.903108,380,701.400362,1.452827
148.588334,405,617.749865,3.012144
84.086822,327,843.10873,0.522213
164.665101,401,661.32368,3.038662
101.661489,477,551.951313,4.505944
162.568858,461,967.677551,3.508428
125.190039,277,664.621808,0.511353
96.340178,422,728.783628,1.911912
129.122907,328,728.715858,0.95405
91.448078,398,938.708547,1.135296
134.376986,336,752.901436,1.011217
108.982136,267,854.698162,0.28654
162.808793,379,882.950524,1.744405
122.581352,328,709.409004,0.92492
117.331077,429,799.22561,2.197475
123.886236,313,697.730479,0.787818
159.650206,267,756.688751,0.484398
148.78612,445,910.256929,3.071014
118.749669,301,669.310101,0.703112
104.031305,463,794.772812,2.914407
162.49198,267,765.230705,0.488801
114.952131,455,568.860323,3.930285
158.878381,410,904.14999,2.276165
130.910849,438,848.53369,2.675867
161.86509,247,743.026277,0.385144
150.838625,342,808.913605,1.152368
142.221868,402,845.31999,1.981717
96.55091,322,874.739852,0.576854
105.629754,465,551.080814,4.244422
87.753631,255,779.193925,0.21714
113.381984,448,557.073382,3.712495
97.989244,451,764.186008,2.553851
96.788387,475,784.994027,3.025602
148.09947,359,568.661151,2.00308
99.310524,364,927.200817,0.876412
145.612613,446,901.618346,2.904867
158.282236,333,571.284811,1.587623
104.307472,397,976.984063,1.184322
104.716812,301,877.269321,0.455903
99.39289,345,907.976821,0.721483
98.416512,393,704.510434,1.517876
89.159635,241,768.662977,0.178389
163.688602,389,645.861299,2.598329
103.546631,245,815.600021,0.211375
123.313912,358,992.711961,0.970929
157.218595,447,687.033739,4.303888
98.318029,285,591.380473,0.519313
157.022274,295,528.104744,1.096394
92.447349,378,920.706115,0.950936
137.730566,348,775.760578,1.162702
96.843527,418,975.754654,1.417021
107.572386,442,532.826288,3.647191
121.136026,381,509.775344,2.26716
130.574891,347,753.288815,1.172977
125.545647,468,614.047525,4.500524
153.617643,405,632.540038,3.054945
156.37662,475,713.599876,5.007065
119.84264,370,994.575039,1.072609
86.133345,394,918.297403,1.096857
117.489531,375,743.037707,1.446535
103.680324,299,622.357561,0.603363
111.972462,436,789.881957,2.373067
157.377091,437,677.702814,3.986333
124.702609,312,949.521933,0.561229
144.732761,430,881.635165,2.544711
119.721076,364,988.715427,0.959561
95.527082,272,569.704135,0.411566
98.042657,259,814.289373,0.262093
106.604161,444,782.208187,2.566898
138.38513,463,897.607264,3.369729
132.270667,460,626.445669,4.581027
138.676067,349,779.704688,1.179388
127.402641,385,532.987608,2.392743
102.690112,435,761.33328,2.218388
88.948127,310,590.262378,0.655193
156.665678,266,996.567728,0.381972
117.930195,306,922.999025,0.501698
138.665083,406,588.549969,3.102122
90.930271,320,855.82173,0.538887
87.979828,280,555.992538,0.433479
135.853929,298,717.533133,0.696614
151.866261,347,817.215246,1.218893
87.436895,424,954.033736,1.374508
134.565855,357,775.320236,1.321858
157.57677,317,803.439271,0.943918
89.142931,247,524.247094,0.296059
143.519884,311,754.410665,0.837173
132.880163,368,531.705211,2.094932
105.887156,371,954.613626,0.937147
112.359548,439,794.660779,2.556611
155.90266,451,688.01847,4.195372
121.772929,443,576.709772,3.897948
101.50746,244,558.68666,0.28953
153.893948,406,634.231614,2.930267
162.379233,287,785.61926,0.636461
153.110716,437,914.628477,2.933635
98.449211,284,590.960163,0.513129
122.319326,316,696.339365,0.849568
125.480537,295,933.964855,0.45835
86.926169,473,503.996534,4.024915
145.024847,415,617.329604,3.236341
83.608706,265,777.0911,0.25362
133.751446,331,745.896557,0.955748
120.728886,394,523.098851,2.65039
88.793232,368,649.31491,1.129185
124.834127,309,696.049966,0.756162
146.836411,297,999.838681,0.525055
101.779247,425,748.442064,2.137274
124.960097,277,663.026438,0.537288
135.546636,442,617.479797,3.869174
119.020782,338,709.541014,1.010334
101.04487,309,625.049907,0.666939
112.245703,290,638.75331,0.596021
164.820184,353,862.304864,1.428634
148.302269,317,525.504575,1.380262
118.48073,432,805.142315,2.268018
107.868901,252,835.84822,0.253711
106.14457,321,902.382579,0.554016
133.792506,475,646.082662,4.877208
138.923163,423,857.388072,2.458403
142.867859,293,734.304762,0.672923
129.313585,384,537.998924,2.506631
158.822168,368,859.675748,1.624864
160.91128,245,987.547409,0.285375
149.149137,252,709.588794,0.398301
93.831071,258,549.735897,0.338064
120.50194,345,721.018027,1.149935
140.17536,459,898.755994,3.135536
106.977546,389,975.71402,1.122833
102.504077,353,675.6339,1.127334
141.5498,462,905.607565,3.230286
162.277536,470,726.659659,4.915705
96.517879,350,654.585113,1.052997
87.337435,326,851.825196,0.531833
109.621647,345,938.662934,0.776801
135.578556,272,940.442033,0.376275
101.448148,256,571.31869,0.343306
133.374675,270,930.934885,0.362256
129.105956,469,626.005326,4.594134
116.075977,249,607.389306,0.334927
108.973186,430,524.408413,3.197432
125.07397,366,505.968601,2.115651
91.253399,331,868.678774,0.581471
137.007186,409,837.133829,2.16362
160.005433,341,585.119765,1.727208
138.191123,382,562.968563,2.526005
92.86056,393,937.956462,1.152622
103.353943,371,696.381796,1.28355
88.925013,328,608.727039,0.758153
127.231836,335,980.476945,0.740542
128.575149,425,578.780257,3.488429
158.971307,443,688.577584,4.19375
155.193487,321,550.256704,1.389957
153.224041,352,576.576784,1.896461
110.724977,420,769.691771,2.171997
99.044595,271,579.33068,0.436251
91.453204,377,917.415352,0.980089
139.506833,326,758.349148,0.927129
138.246416,383,813.510057,1.639753
161.628828,350,599.579013,1.800147
87.66552,444,975.031938,1.625051
89.994385,318,601.082687,0.686428
161.468368,277,772.728044,0.585903
105.789353,403,987.392538,1.264516
160.663503,461,711.872232,4.586579
123.409913,348,982.881355,0.832649
87.860324,439,970.464793,1.563323
108.241602,444,786.928114,2.470017
138.53187,248,923.64193,0.257367
96.057046,285,585.062542,0.486662
100.365916,415,733.823625,1.949939
141.160892,462,904.913335,3.222882
143.70528,331,776.377253,1.047541
101.049863,466,538.693356,3.967532
113.28331,473,832.979659,3.16962
101.127222,408,728.336161,1.849151
121.39352,293,669.32015,0.615242
105.148315,439,522.541919,3.355071
84.239181,384,902.427644,0.935163
94.291347,349,646.620231,1.027381
84.303845,345,611.779435,0.873125
100.481331,454,524.636231,3.83208
134.58368,371,790.028955,1.440407
146.412376,294,995.237075,0.530219
140.595596,408,596.853643,3.169155
149.245159,259,717.029981,0.440455
90.417382,389,676.402956,1.454555
109.960506,478,578.00833,4.497328
143.279124,386,582.133425,2.52613
93.910386,314,859.332254,0.514916
127.458685,375,523.026681,2.305542
128.607982,410,812.969542,1.992437
161.794926,367,617.424829,2.230177
134.143795,359,526.426313,1.935094
111.74379,285,632.357367,0.558569
102.312134,352,923.325726,0.754474
130.272268,329,733.240557,0.921028
152.130712,408,881.286236,2.178635
143.01035,428,625.261597,3.563171
119.928853,473,602.23841,4.552733
133.664133,424,592.50377,3.354759
151.285624,429,651.028348,3.681725
131.48874,363,772.739866,1.3137
159.534633,283,523.664498,0.952414
110.199254,399,746.653321,1.7235
154.080923,443,673.866922,4.135432
98.59936,352,912.200331,0.733386
137.476958,335,511.563347,1.548202
123.274063,359,743.597125,1.342419
92.931088,252,541.35561,0.309019
144.317742,458,910.010531,3.172294
152.971556,419,894.873433,2.526728
138.600986,423,855.921504,2.456085
127.288403,274,666.889825,0.496814
160.658317,246,987.799577,0.289497
153.850856,469,950.395707,3.778269
122.077371,427,811.053732,2.220682
98.389325,463,777.490969,2.803787
131.860424,475,890.538895,3.393661
94.751677,442,994.842251,1.70116
116.325864,439,806.478399,2.492384
144.566485,440,892.456464,2.755595
131.629145,298,704.794689,0.718786
127.954817,413,564.309677,3.016225
135.265027,390,562.035861,2.55645
138.424601,245,920.854083,0.258197
146.032633,335,787.488507,1.103867
92.894819,452,749.950939,2.357998
155.972739,421,906.335989,2.474341
94.304509,362,909.653933,0.825858
137.521621,319,995.095604,0.686814
135.929474,365,788.033914,1.367274
128.804632,250,897.280322,0.265198
130.976994,391,800.189234,1.705414
127.29388,405,554.116462,2.821792
99.684887,395,960.751087,1.181507
135.659257,331,751.896366,1.013759
141.715714,328,766.364457,0.957157
119.546456,374,748.583754,1.448033
153.181339,445,922.986721,2.978639
133.979132,387,804.82965,1.755308
119.607091,294,664.839608,0.617698
153.353109,359,834.411205,1.384769
133.681369,374,540.777815,2.213812
116.259311,337,949.321723,0.745327
141.153796,437,628.153248,3.992001
156.673663,468,957.048038,3.614381
117.839857,333,950.535003,0.68462
140.152145,353,538.626736,1.856214
124.559601,296,681.96166,0.680019
146.90143,405,612.271994,3.149998
115.216277,346,955.749588,0.775085
103.603621,413,990.747342,1.359951
131.592006,466,630.419346,4.769698
86.936323,274,795.760011,0.295441
155.764315,463,700.047306,4.581213
102.989813,372,946.233659,0.975498
86.867256,430,708.430189,1.994223
107.602939,373,961.628637,1.018042
138.44132,394,825.799238,1.908089
91.381624,348,886.378416,0.733696
89.037875,379,662.249392,1.315349
148.170885,394,605.227358,2.879131
112.302887,477,833.943192,3.244484
122.076134,413,546.260007,2.956611
91.721601,333,621.976617,0.815615
107.500257,408,997.593111,1.338972
90.957325,272,555.732271,0.420836
166.661189,348,612.773364,1.783116
144.306763,330,527.04849,1.493811
101.524932,378,698.499341,1.353379
147.028324,339,544.689275,1.728563
145.509536,329,528.907215,1.484218
145.345752,270,967.552174,0.383856
127.439211,295,690.012601,0.680024
163.385439,385,641.638791,2.503281
157.880043,321,558.045259,1.327779
164.614442,403,664.016874,3.086943
95.028839,317,614.987954,0.739051
160.777898,433,933.882613,2.785723
148.417605,258,963.806045,0.312667
111.526109,242,836.953503,0.212658
119.409341,339,711.324203,1.075083
114.746471,365,724.374329,1.296066
114.069746,437,797.381939,2.421695
105.638677,454,539.346015,3.936555
115.659186,432,797.286572,2.464951
163.879292,264,766.860976,0.494804
127.374004,357,504.429222,1.863244
138.196232,422,854.069156,2.310759
163.361741,263,514.517428,0.74135
132.125334,381,543.466177,2.462385
117.446108,434,804.73582,2.410092
147.771803,460,922.784516,3.437458
145.133049,337,536.608305,1.607198
128.274591,247,642.580259,0.35977
138.102873,379,559.61225,2.341378
124.383555,362,500.468014,2.033708
94.938568,441,994.517808,1.605874
107.871044,244,827.345106,0.214364
116.986873,268,630.560137,0.45987
149.049671,436,901.315767,2.8611
117.845335,465,837.761639,2.919126
162.512049,263,511.578246,0.741164
106.368003,398,983.462319,1.277375
166.539772,305,567.582719,1.129631
136.373408,257,926.842373,0.305811
124.924536,382,523.195168,2.310653
87.486129,411,940.406745,1.291886
90.217551,368,654.121221,1.199251
164.550939,382,642.002047,2.443955
105.042037,448,782.216785,2.619284
158.505083,353,593.442235,1.840756
113.491708,420,527.746024,3.02119
156.690382,376,861.993192,1.656118
146.522182,345,549.424912,1.744369
136.295201,280,950.925188,0.42069
116.757747,269,880.853029,0.325382
164.899808,280,536.561253,0.836802
99.770791,439,506.913991,3.435322
